tile_name,row_start,col_start,left,bottom,right,top,image_path
candidate_0218_r10015_c5203,10015,5203,551990.0,3494740.0,557110.0,3499860.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0218_r10015_c5203.png
candidate_0219_r3357_c749,3357,749,507450.0,3561320.0,512570.0,3566440.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0219_r3357_c749.png
candidate_0220_r5082_c669,5082,669,506650.0,3544070.0,511770.0,3549190.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0220_r5082_c669.png
candidate_0221_r7315_c5266,7315,5266,552620.0,3521740.0,557740.0,3526860.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0221_r7315_c5266.png
candidate_0222_r7216_c3458,7216,3458,534540.0,3522730.0,539660.0,3527850.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0222_r7216_c3458.png
candidate_0223_r4167_c1414,4167,1414,514100.0,3553220.0,519220.0,3558340.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0223_r4167_c1414.png
candidate_0224_r3808_c5311,3808,5311,553070.0,3556810.0,558190.0,3561930.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0224_r3808_c5311.png
candidate_0225_r10443_c1402,10443,1402,513980.0,3490460.0,519100.0,3495580.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0225_r10443_c1402.png
candidate_0226_r3693_c5535,3693,5535,555310.0,3557960.0,560430.0,3563080.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0226_r3693_c5535.png
candidate_0227_r7093_c904,7093,904,509000.0,3523960.0,514120.0,3529080.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0227_r7093_c904.png
candidate_0228_r7825_c795,7825,795,507910.0,3516640.0,513030.0,3521760.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0228_r7825_c795.png
candidate_0229_r2968_c4629,2968,4629,546250.0,3565210.0,551370.0,3570330.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0229_r2968_c4629.png
candidate_0230_r8281_c2184,8281,2184,521800.0,3512080.0,526920.0,3517200.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0230_r8281_c2184.png
candidate_0231_r10392_c25,10392,25,500210.0,3490970.0,505330.0,3496090.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0231_r10392_c25.png
candidate_0232_r4031_c6,4031,6,500020.0,3554580.0,505140.0,3559700.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0232_r4031_c6.png
candidate_0233_r7776_c5199,7776,5199,551950.0,3517130.0,557070.0,3522250.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0233_r7776_c5199.png
candidate_0234_r5074_c510,5074,510,505060.0,3544150.0,510180.0,3549270.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0234_r5074_c510.png
candidate_0235_r10247_c172,10247,172,501680.0,3492420.0,506800.0,3497540.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0235_r10247_c172.png
candidate_0236_r9833_c5217,9833,5217,552130.0,3496560.0,557250.0,3501680.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0236_r9833_c5217.png
candidate_0237_r10457_c1470,10457,1470,514660.0,3490320.0,519780.0,3495440.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0237_r10457_c1470.png
candidate_0238_r10388_c4088,10388,4088,540840.0,3491010.0,545960.0,3496130.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0238_r10388_c4088.png
candidate_0239_r43_c5248,43,5248,552440.0,3594460.0,557560.0,3599580.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0239_r43_c5248.png
candidate_0240_r5240_c1499,5240,1499,514950.0,3542490.0,520070.0,3547610.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0240_r5240_c1499.png
candidate_0241_r10151_c3978,10151,3978,539740.0,3493380.0,544860.0,3498500.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0241_r10151_c3978.png
candidate_0242_r6225_c3644,6225,3644,536400.0,3532640.0,541520.0,3537760.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0242_r6225_c3644.png
candidate_0243_r5061_c259,5061,259,502550.0,3544280.0,507670.0,3549400.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0243_r5061_c259.png
candidate_0244_r6917_c3468,6917,3468,534640.0,3525720.0,539760.0,3530840.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0244_r6917_c3468.png
candidate_0245_r7793_c5356,7793,5356,553520.0,3516960.0,558640.0,3522080.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0245_r7793_c5356.png
candidate_0246_r8408_c611,8408,611,506070.0,3510810.0,511190.0,3515930.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0246_r8408_c611.png
candidate_0247_r8726_c5366,8726,5366,553620.0,3507630.0,558740.0,3512750.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0247_r8726_c5366.png
candidate_0248_r3720_c5144,3720,5144,551400.0,3557690.0,556520.0,3562810.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0248_r3720_c5144.png
candidate_0249_r6917_c889,6917,889,508850.0,3525720.0,513970.0,3530840.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0249_r6917_c889.png
candidate_0250_r3731_c5495,3731,5495,554910.0,3557580.0,560030.0,3562700.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0250_r3731_c5495.png
candidate_0251_r7186_c3400,7186,3400,533960.0,3523030.0,539080.0,3528150.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0251_r7186_c3400.png
candidate_0252_r8652_c1607,8652,1607,516030.0,3508370.0,521150.0,3513490.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0252_r8652_c1607.png
candidate_0253_r8799_c1440,8799,1440,514360.0,3506900.0,519480.0,3512020.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0253_r8799_c1440.png
candidate_0254_r10318_c418,10318,418,504140.0,3491710.0,509260.0,3496830.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0254_r10318_c418.png
candidate_0255_r8480_c295,8480,295,502910.0,3510090.0,508030.0,3515210.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0255_r8480_c295.png
candidate_0256_r8550_c1255,8550,1255,512510.0,3509390.0,517630.0,3514510.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0256_r8550_c1255.png
candidate_0257_r7455_c5478,7455,5478,554740.0,3520340.0,559860.0,3525460.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0257_r7455_c5478.png
candidate_0258_r4494_c1501,4494,1501,514970.0,3549950.0,520090.0,3555070.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0258_r4494_c1501.png
candidate_0259_r6989_c1109,6989,1109,511050.0,3525000.0,516170.0,3530120.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0259_r6989_c1109.png
candidate_0260_r5998_c1518,5998,1518,515140.0,3534910.0,520260.0,3540030.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0260_r5998_c1518.png
candidate_0261_r6550_c2118,6550,2118,521140.0,3529390.0,526260.0,3534510.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0261_r6550_c2118.png
candidate_0262_r9521_c573,9521,573,505690.0,3499680.0,510810.0,3504800.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0262_r9521_c573.png
candidate_0263_r7193_c5167,7193,5167,551630.0,3522960.0,556750.0,3528080.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0263_r7193_c5167.png
candidate_0264_r6999_c997,6999,997,509930.0,3524900.0,515050.0,3530020.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0264_r6999_c997.png
candidate_0265_r7519_c3556,7519,3556,535520.0,3519700.0,540640.0,3524820.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0265_r7519_c3556.png
candidate_0266_r10423_c1804,10423,1804,518000.0,3490660.0,523120.0,3495780.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0266_r10423_c1804.png
candidate_0267_r10086_c918,10086,918,509140.0,3494030.0,514260.0,3499150.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0267_r10086_c918.png
candidate_0268_r8500_c1298,8500,1298,512940.0,3509890.0,518060.0,3515010.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0268_r8500_c1298.png
candidate_0269_r10463_c1830,10463,1830,518260.0,3490260.0,523380.0,3495380.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0269_r10463_c1830.png
candidate_0270_r7070_c999,7070,999,509950.0,3524190.0,515070.0,3529310.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0270_r7070_c999.png
candidate_0271_r428_c5432,428,5432,554280.0,3590610.0,559400.0,3595730.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0271_r428_c5432.png
candidate_0272_r4_c5538,4,5538,555340.0,3594850.0,560460.0,3599970.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0272_r4_c5538.png
candidate_0273_r8332_c350,8332,350,503460.0,3511570.0,508580.0,3516690.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0273_r8332_c350.png
candidate_0274_r10354_c4231,10354,4231,542270.0,3491350.0,547390.0,3496470.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0274_r10354_c4231.png
candidate_0275_r9441_c2929,9441,2929,529250.0,3500480.0,534370.0,3505600.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0275_r9441_c2929.png
candidate_0276_r9737_c1230,9737,1230,512260.0,3497520.0,517380.0,3502640.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0276_r9737_c1230.png
candidate_0277_r2728_c1188,2728,1188,511840.0,3567610.0,516960.0,3572730.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0277_r2728_c1188.png
candidate_0278_r5226_c1600,5226,1600,515960.0,3542630.0,521080.0,3547750.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0278_r5226_c1600.png
candidate_0279_r7076_c739,7076,739,507350.0,3524130.0,512470.0,3529250.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0279_r7076_c739.png
candidate_0280_r8822_c319,8822,319,503150.0,3506670.0,508270.0,3511790.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0280_r8822_c319.png
candidate_0281_r7396_c5359,7396,5359,553550.0,3520930.0,558670.0,3526050.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0281_r7396_c5359.png
candidate_0282_r10128_c76,10128,76,500720.0,3493610.0,505840.0,3498730.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0282_r10128_c76.png
candidate_0283_r268_c5448,268,5448,554440.0,3592210.0,559560.0,3597330.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0283_r268_c5448.png
candidate_0284_r9857_c1065,9857,1065,510610.0,3496320.0,515730.0,3501440.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0284_r9857_c1065.png
candidate_0285_r7106_c736,7106,736,507320.0,3523830.0,512440.0,3528950.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0285_r7106_c736.png
candidate_0286_r7620_c5440,7620,5440,554360.0,3518690.0,559480.0,3523810.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0286_r7620_c5440.png
candidate_0287_r10467_c715,10467,715,507110.0,3490220.0,512230.0,3495340.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0287_r10467_c715.png
candidate_0288_r6136_c543,6136,543,505390.0,3533530.0,510510.0,3538650.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0288_r6136_c543.png
candidate_0289_r4597_c1535,4597,1535,515310.0,3548920.0,520430.0,3554040.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0289_r4597_c1535.png
candidate_0290_r10038_c5465,10038,5465,554610.0,3494510.0,559730.0,3499630.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0290_r10038_c5465.png
candidate_0291_r5333_c203,5333,203,501990.0,3541560.0,507110.0,3546680.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0291_r5333_c203.png
candidate_0292_r6569_c2691,6569,2691,526870.0,3529200.0,531990.0,3534320.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0292_r6569_c2691.png
candidate_0293_r9824_c146,9824,146,501420.0,3496650.0,506540.0,3501770.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0293_r9824_c146.png
candidate_0294_r5956_c1446,5956,1446,514420.0,3535330.0,519540.0,3540450.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0294_r5956_c1446.png
candidate_0295_r9056_c1584,9056,1584,515800.0,3504330.0,520920.0,3509450.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0295_r9056_c1584.png
candidate_0296_r6215_c1733,6215,1733,517290.0,3532740.0,522410.0,3537860.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0296_r6215_c1733.png
candidate_0297_r6449_c2933,6449,2933,529290.0,3530400.0,534410.0,3535520.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0297_r6449_c2933.png
candidate_0298_r250_c5171,250,5171,551670.0,3592390.0,556790.0,3597510.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0298_r250_c5171.png
candidate_0299_r4668_c197,4668,197,501930.0,3548210.0,507050.0,3553330.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0299_r4668_c197.png
candidate_0300_r10202_c1277,10202,1277,512730.0,3492870.0,517850.0,3497990.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0300_r10202_c1277.png
candidate_0301_r6764_c4515,6764,4515,545110.0,3527250.0,550230.0,3532370.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0301_r6764_c4515.png
candidate_0302_r7157_c5167,7157,5167,551630.0,3523320.0,556750.0,3528440.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0302_r7157_c5167.png
candidate_0303_r4155_c256,4155,256,502520.0,3553340.0,507640.0,3558460.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0303_r4155_c256.png
candidate_0304_r8648_c1704,8648,1704,517000.0,3508410.0,522120.0,3513530.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0304_r8648_c1704.png
candidate_0305_r7369_c3813,7369,3813,538090.0,3521200.0,543210.0,3526320.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0305_r7369_c3813.png
candidate_0306_r9600_c827,9600,827,508230.0,3498890.0,513350.0,3504010.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0306_r9600_c827.png
candidate_0307_r6179_c788,6179,788,507840.0,3533100.0,512960.0,3538220.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0307_r6179_c788.png
candidate_0308_r4734_c1321,4734,1321,513170.0,3547550.0,518290.0,3552670.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0308_r4734_c1321.png
candidate_0309_r10391_c365,10391,365,503610.0,3490980.0,508730.0,3496100.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0309_r10391_c365.png
candidate_0310_r7098_c1489,7098,1489,514850.0,3523910.0,519970.0,3529030.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0310_r7098_c1489.png
candidate_0311_r4280_c1386,4280,1386,513820.0,3552090.0,518940.0,3557210.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0311_r4280_c1386.png
candidate_0312_r8514_c905,8514,905,509010.0,3509750.0,514130.0,3514870.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0312_r8514_c905.png
candidate_0313_r8093_c734,8093,734,507300.0,3513960.0,512420.0,3519080.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0313_r8093_c734.png
candidate_0314_r3374_c5252,3374,5252,552480.0,3561150.0,557600.0,3566270.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0314_r3374_c5252.png
candidate_0315_r9943_c63,9943,63,500590.0,3495460.0,505710.0,3500580.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0315_r9943_c63.png
candidate_0316_r8257_c785,8257,785,507810.0,3512320.0,512930.0,3517440.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0316_r8257_c785.png
candidate_0317_r8536_c176,8536,176,501720.0,3509530.0,506840.0,3514650.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0317_r8536_c176.png
candidate_0318_r7552_c5241,7552,5241,552370.0,3519370.0,557490.0,3524490.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0318_r7552_c5241.png
candidate_0319_r4214_c112,4214,112,501080.0,3552750.0,506200.0,3557870.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0319_r4214_c112.png
candidate_0320_r8569_c1287,8569,1287,512830.0,3509200.0,517950.0,3514320.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0320_r8569_c1287.png
candidate_0321_r6191_c1443,6191,1443,514390.0,3532980.0,519510.0,3538100.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0321_r6191_c1443.png
candidate_0322_r4483_c1430,4483,1430,514260.0,3550060.0,519380.0,3555180.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0322_r4483_c1430.png
candidate_0323_r7415_c5437,7415,5437,554330.0,3520740.0,559450.0,3525860.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0323_r7415_c5437.png
candidate_0324_r6262_c1567,6262,1567,515630.0,3532270.0,520750.0,3537390.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0324_r6262_c1567.png
candidate_0325_r10335_c5302,10335,5302,552980.0,3491540.0,558100.0,3496660.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0325_r10335_c5302.png
candidate_0326_r7454_c5223,7454,5223,552190.0,3520350.0,557310.0,3525470.0,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0326_r7454_c5223.png
