tile_name,row_start,col_start,image_path,n_predictions_conf_005,n_predictions_conf_010,n_predictions_conf_025,n_predictions_conf_050,max_confidence
candidate_0398_r4068_c490,4068,490,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0398_r4068_c490.png,1,0,0,0,0.05311617627739906
candidate_0008_r8237_c435,8237,435,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0008_r8237_c435.png,1,0,0,0,0.052911773324012756
candidate_0303_r4155_c256,4155,256,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0303_r4155_c256.png,1,0,0,0,0.05286378040909767
candidate_0086_r10279_c1081,10279,1081,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0086_r10279_c1081.png,1,0,0,0,0.05202549695968628
candidate_0246_r8408_c611,8408,611,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0246_r8408_c611.png,1,0,0,0,0.051859088242053986
candidate_0331_r8471_c741,8471,741,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0331_r8471_c741.png,1,0,0,0,0.051855381578207016
candidate_0054_r5171_c49,5171,49,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0054_r5171_c49.png,1,0,0,0,0.051750946789979935
candidate_0379_r10201_c1050,10201,1050,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0379_r10201_c1050.png,1,0,0,0,0.05148020014166832
candidate_0345_r3709_c39,3709,39,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0345_r3709_c39.png,1,0,0,0,0.05091270059347153
candidate_0367_r9303_c3014,9303,3014,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0367_r9303_c3014.png,1,0,0,0,0.05089496448636055
candidate_0035_r7677_c5447,7677,5447,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0035_r7677_c5447.png,1,0,0,0,0.050455521792173386
candidate_0000_r6852_c4595,6852,4595,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0000_r6852_c4595.png,0,0,0,0,0.0
candidate_0002_r5211_c458,5211,458,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0002_r5211_c458.png,0,0,0,0,0.0
candidate_0009_r7094_c1082,7094,1082,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0009_r7094_c1082.png,0,0,0,0,0.0
candidate_0014_r8646_c1372,8646,1372,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0014_r8646_c1372.png,0,0,0,0,0.0
candidate_0018_r6266_c1733,6266,1733,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0018_r6266_c1733.png,0,0,0,0,0.0
candidate_0020_r4770_c1209,4770,1209,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0020_r4770_c1209.png,0,0,0,0,0.0
candidate_0021_r8699_c558,8699,558,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0021_r8699_c558.png,0,0,0,0,0.0
candidate_0024_r6080_c884,6080,884,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0024_r6080_c884.png,0,0,0,0,0.0
candidate_0025_r8846_c1253,8846,1253,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0025_r8846_c1253.png,0,0,0,0,0.0
candidate_0026_r6642_c2832,6642,2832,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0026_r6642_c2832.png,0,0,0,0,0.0
candidate_0034_r10068_c5368,10068,5368,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0034_r10068_c5368.png,0,0,0,0,0.0
candidate_0039_r6998_c1253,6998,1253,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0039_r6998_c1253.png,0,0,0,0,0.0
candidate_0040_r7920_c5498,7920,5498,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0040_r7920_c5498.png,0,0,0,0,0.0
candidate_0041_r4886_c1714,4886,1714,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0041_r4886_c1714.png,0,0,0,0,0.0
candidate_0043_r6426_c608,6426,608,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0043_r6426_c608.png,0,0,0,0,0.0
candidate_0044_r3872_c5285,3872,5285,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0044_r3872_c5285.png,0,0,0,0,0.0
candidate_0049_r8919_c1168,8919,1168,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0049_r8919_c1168.png,0,0,0,0,0.0
candidate_0051_r5052_c508,5052,508,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0051_r5052_c508.png,0,0,0,0,0.0
candidate_0055_r4792_c1704,4792,1704,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0055_r4792_c1704.png,0,0,0,0,0.0
candidate_0058_r3752_c5447,3752,5447,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0058_r3752_c5447.png,0,0,0,0,0.0
candidate_0060_r4907_c1564,4907,1564,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0060_r4907_c1564.png,0,0,0,0,0.0
candidate_0065_r10164_c4193,10164,4193,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0065_r10164_c4193.png,0,0,0,0,0.0
candidate_0066_r8785_c1600,8785,1600,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0066_r8785_c1600.png,0,0,0,0,0.0
candidate_0068_r6110_c421,6110,421,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0068_r6110_c421.png,0,0,0,0,0.0
candidate_0069_r6635_c3029,6635,3029,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0069_r6635_c3029.png,0,0,0,0,0.0
candidate_0070_r5977_c1755,5977,1755,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0070_r5977_c1755.png,0,0,0,0,0.0
candidate_0072_r6026_c1846,6026,1846,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0072_r6026_c1846.png,0,0,0,0,0.0
candidate_0073_r332_c5407,332,5407,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0073_r332_c5407.png,0,0,0,0,0.0
candidate_0076_r6547_c2181,6547,2181,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0076_r6547_c2181.png,0,0,0,0,0.0
candidate_0077_r10069_c1245,10069,1245,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0077_r10069_c1245.png,0,0,0,0,0.0
candidate_0079_r4859_c278,4859,278,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0079_r4859_c278.png,0,0,0,0,0.0
candidate_0082_r7244_c5508,7244,5508,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0082_r7244_c5508.png,0,0,0,0,0.0
candidate_0084_r3413_c5221,3413,5221,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0084_r3413_c5221.png,0,0,0,0,0.0
candidate_0088_r10139_c4074,10139,4074,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0088_r10139_c4074.png,0,0,0,0,0.0
candidate_0090_r10388_c550,10388,550,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0090_r10388_c550.png,0,0,0,0,0.0
candidate_0091_r10248_c48,10248,48,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0091_r10248_c48.png,0,0,0,0,0.0
candidate_0093_r6067_c3921,6067,3921,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0093_r6067_c3921.png,0,0,0,0,0.0
candidate_0094_r6069_c1710,6069,1710,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0094_r6069_c1710.png,0,0,0,0,0.0
candidate_0095_r10061_c5468,10061,5468,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0095_r10061_c5468.png,0,0,0,0,0.0
candidate_0097_r6011_c1973,6011,1973,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0097_r6011_c1973.png,0,0,0,0,0.0
candidate_0103_r9007_c2155,9007,2155,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0103_r9007_c2155.png,0,0,0,0,0.0
candidate_0104_r329_c5321,329,5321,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0104_r329_c5321.png,0,0,0,0,0.0
candidate_0105_r10189_c699,10189,699,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0105_r10189_c699.png,0,0,0,0,0.0
candidate_0106_r6398_c532,6398,532,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0106_r6398_c532.png,0,0,0,0,0.0
candidate_0108_r3866_c5295,3866,5295,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0108_r3866_c5295.png,0,0,0,0,0.0
candidate_0109_r8398_c1543,8398,1543,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0109_r8398_c1543.png,0,0,0,0,0.0
candidate_0110_r3820_c5213,3820,5213,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0110_r3820_c5213.png,0,0,0,0,0.0
candidate_0114_r10149_c1023,10149,1023,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0114_r10149_c1023.png,0,0,0,0,0.0
candidate_0115_r6662_c2785,6662,2785,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0115_r6662_c2785.png,0,0,0,0,0.0
candidate_0121_r4267_c284,4267,284,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0121_r4267_c284.png,0,0,0,0,0.0
candidate_0125_r3505_c5167,3505,5167,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0125_r3505_c5167.png,0,0,0,0,0.0
candidate_0126_r6165_c1894,6165,1894,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0126_r6165_c1894.png,0,0,0,0,0.0
candidate_0128_r6764_c4522,6764,4522,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0128_r6764_c4522.png,0,0,0,0,0.0
candidate_0130_r9887_c5237,9887,5237,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0130_r9887_c5237.png,0,0,0,0,0.0
candidate_0134_r7682_c481,7682,481,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0134_r7682_c481.png,0,0,0,0,0.0
candidate_0137_r8263_c818,8263,818,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0137_r8263_c818.png,0,0,0,0,0.0
candidate_0139_r7566_c5338,7566,5338,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0139_r7566_c5338.png,0,0,0,0,0.0
candidate_0140_r7655_c5445,7655,5445,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0140_r7655_c5445.png,0,0,0,0,0.0
candidate_0153_r7751_c5261,7751,5261,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0153_r7751_c5261.png,0,0,0,0,0.0
candidate_0154_r9841_c1206,9841,1206,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0154_r9841_c1206.png,0,0,0,0,0.0
candidate_0155_r4930_c1636,4930,1636,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0155_r4930_c1636.png,0,0,0,0,0.0
candidate_0156_r6411_c703,6411,703,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0156_r6411_c703.png,0,0,0,0,0.0
candidate_0157_r5110_c1428,5110,1428,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0157_r5110_c1428.png,0,0,0,0,0.0
candidate_0161_r8821_c341,8821,341,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0161_r8821_c341.png,0,0,0,0,0.0
candidate_0163_r6840_c723,6840,723,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0163_r6840_c723.png,0,0,0,0,0.0
candidate_0165_r3662_c5460,3662,5460,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0165_r3662_c5460.png,0,0,0,0,0.0
candidate_0167_r5218_c1679,5218,1679,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0167_r5218_c1679.png,0,0,0,0,0.0
candidate_0168_r3873_c5442,3873,5442,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0168_r3873_c5442.png,0,0,0,0,0.0
candidate_0169_r8194_c1497,8194,1497,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0169_r8194_c1497.png,0,0,0,0,0.0
candidate_0171_r8847_c558,8847,558,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0171_r8847_c558.png,0,0,0,0,0.0
candidate_0174_r10390_c262,10390,262,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0174_r10390_c262.png,0,0,0,0,0.0
candidate_0177_r3986_c272,3986,272,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0177_r3986_c272.png,0,0,0,0,0.0
candidate_0178_r3693_c40,3693,40,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0178_r3693_c40.png,0,0,0,0,0.0
candidate_0184_r6963_c2987,6963,2987,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0184_r6963_c2987.png,0,0,0,0,0.0
candidate_0185_r8660_c1460,8660,1460,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0185_r8660_c1460.png,0,0,0,0,0.0
candidate_0189_r10364_c344,10364,344,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0189_r10364_c344.png,0,0,0,0,0.0
candidate_0191_r6373_c641,6373,641,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0191_r6373_c641.png,0,0,0,0,0.0
candidate_0192_r4381_c418,4381,418,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0192_r4381_c418.png,0,0,0,0,0.0
candidate_0193_r4649_c296,4649,296,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0193_r4649_c296.png,0,0,0,0,0.0
candidate_0194_r6382_c566,6382,566,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0194_r6382_c566.png,0,0,0,0,0.0
candidate_0195_r6149_c672,6149,672,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0195_r6149_c672.png,0,0,0,0,0.0
candidate_0196_r8740_c1296,8740,1296,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0196_r8740_c1296.png,0,0,0,0,0.0
candidate_0198_r6207_c603,6207,603,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0198_r6207_c603.png,0,0,0,0,0.0
candidate_0199_r6321_c628,6321,628,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0199_r6321_c628.png,0,0,0,0,0.0
candidate_0201_r7792_c4379,7792,4379,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0201_r7792_c4379.png,0,0,0,0,0.0
candidate_0204_r5207_c635,5207,635,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0204_r5207_c635.png,0,0,0,0,0.0
candidate_0207_r6230_c1811,6230,1811,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0207_r6230_c1811.png,0,0,0,0,0.0
candidate_0208_r3524_c8,3524,8,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0208_r3524_c8.png,0,0,0,0,0.0
candidate_0209_r8450_c1296,8450,1296,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0209_r8450_c1296.png,0,0,0,0,0.0
candidate_0210_r7305_c45,7305,45,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0210_r7305_c45.png,0,0,0,0,0.0
candidate_0215_r7051_c1533,7051,1533,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0215_r7051_c1533.png,0,0,0,0,0.0
candidate_0220_r5082_c669,5082,669,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0220_r5082_c669.png,0,0,0,0,0.0
candidate_0224_r3808_c5311,3808,5311,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0224_r3808_c5311.png,0,0,0,0,0.0
candidate_0226_r3693_c5535,3693,5535,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0226_r3693_c5535.png,0,0,0,0,0.0
candidate_0227_r7093_c904,7093,904,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0227_r7093_c904.png,0,0,0,0,0.0
candidate_0231_r10392_c25,10392,25,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0231_r10392_c25.png,0,0,0,0,0.0
candidate_0235_r10247_c172,10247,172,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0235_r10247_c172.png,0,0,0,0,0.0
candidate_0238_r10388_c4088,10388,4088,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0238_r10388_c4088.png,0,0,0,0,0.0
candidate_0245_r7793_c5356,7793,5356,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0245_r7793_c5356.png,0,0,0,0,0.0
candidate_0247_r8726_c5366,8726,5366,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0247_r8726_c5366.png,0,0,0,0,0.0
candidate_0248_r3720_c5144,3720,5144,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0248_r3720_c5144.png,0,0,0,0,0.0
candidate_0249_r6917_c889,6917,889,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0249_r6917_c889.png,0,0,0,0,0.0
candidate_0250_r3731_c5495,3731,5495,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0250_r3731_c5495.png,0,0,0,0,0.0
candidate_0252_r8652_c1607,8652,1607,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0252_r8652_c1607.png,0,0,0,0,0.0
candidate_0253_r8799_c1440,8799,1440,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0253_r8799_c1440.png,0,0,0,0,0.0
candidate_0256_r8550_c1255,8550,1255,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0256_r8550_c1255.png,0,0,0,0,0.0
